STT;Vị trí xếp giá;Mã xếp giá;Số lượng;Nhan đề;Nhan đề song song;Tác giả;Thể loại;Tập;Năm XB;Lần XB;Nhà XB;Ngôn ngữ;Mã quốc tế;;;
6048;860;860-446;1;lá thư cuối;ラストレター;Iwai Shunji;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Hà Nội;Vietnamese;9786045570593;;;
6049;860;860-447-1;1;Pháo hoa, ngắm từ dưới hay bên cạnh?;打ち上げ花火、下から見るか? 横から見るか?;Iwai Shunji & Hitoshi One;Văn học (Tiểu thuyết, thơ);1;2020;1;NXB Hà Nội;Vietnamese;9786045575031;;;
6050;860;860-447-2;1;Tạm biệt pháo hoa;少年たちは花火を横から見たかった;Iwai Shunji;Văn học (Tiểu thuyết, thơ);2;2021;1;NXB Hà Nội;Vietnamese;9786045576939;;;
6051;860;860-448;1;Ước được cùng cậu ngắm lại Pháo hoa ngày ấy;あの日の花火を君ともう一度;Asazawa Kana;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Dân Trí;Vietnamese;9786048893439;;;
6052;860;860-449;1;Tình yêu bị nguyền rủa của tôi không đến được với cậu;僕の呪われた恋は君に届かない;Asazawa Kana;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Thế Giới;Vietnamese;9786047794263;;;
6053;860;860-450;1;Tạm biệt xe đạp;サヨナラ自転車;Sanagi Sakuragawa;Văn học (Tiểu thuyết, thơ);0;2016;1;NXB Văn Học;Vietnamese;9786046993589;;;
6054;860;860-451;1;Ngủ ngon, hẹn mai nhé!;おやすみなさい、また明日;Nagira Yuu ;Văn học (Tiểu thuyết, thơ);0;2016;1;NXB Hội nhà văn;Vietnamese;9786045382212;;;
6055;860;860-452;2;Khu vườn xinh đẹp của tôi;わたしの美しい庭;Nagira Yuu ;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Dân Trí;Vietnamese;9786043780253;;;
6056;860;860-453;1;Dang dở;未完成;Nagira Yuu ;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Hà Nội;Vietnamese;9786045599631;;;
6057;860;860-470;1;"Tôi ""bị"" bố bắt cóc";キッドナップ・ツアー;Kakuta Mitsuyo ;Văn học (Tiểu thuyết, thơ);0;2015;1;NXB Dân Trí;Vietnamese;9786048815561;;;
6058;860;860-476;1;Bản năng;八日目の蝉;Kakuta Mitsuyo ;Văn học (Tiểu thuyết, thơ);0;2011;1;NXB Trẻ;Vietnamese;8935086820988;;;
6059;860;860-477;1;Mắt trần;0;Tawada Yoko;Văn học (Tiểu thuyết, thơ);0;2011;1;NXB Phụ Nữ;Vietnamese;0;;;
6060;860;860-478;1;Hiến đăng sứ;献灯使;Tawada Yoko;Văn học (Tiểu thuyết, thơ);0;2023;1;NXB Phụ Nữ Việt Nam;Vietnamese;9786044723617;;;
6061;860;860-486;1;Tàu tốc hành;阪急電車;Arikawa Hiro;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Văn Học;Vietnamese;9786049889950;;;
6062;860;860-487;0;Nana du ký;旅猫リポート;Arikawa Hiro;Văn học (Tiểu thuyết, thơ);0;2016;1;NXB Hồng Đức;Vietnamese;9786048692476;;;
6063;860;860-488;1;Evergreen Love - Từ điển tranh về thực vật;植物図鑑;Arikawa Hiro;Văn học (Tiểu thuyết, thơ);0;2019;1;NXB Văn Học;Vietnamese;9786049847349;;;
6064;860;860-489;1;Phòng Truyền Thông Hàng Không;空飛ぶ広報室;Arikawa Hiro;Văn học (Tiểu thuyết, thơ);0;2019;1;NXB Văn Học;Vietnamese;9786049863011;;;
6065;860;860-491;1;Kasha;0;Miyuki Miyabe;Văn học (Tiểu thuyết, thơ);0;2014;1;NXB Văn học;Vietnamese;9786049143106;;;
6066;860;860-492-1;1;Ngụy chứng của Solomon ① Vụ án;ソロモンの偽証 前篇・事件;Miyuki Miyabe;Văn học (Tiểu thuyết, thơ);1;2022;1;NXB Dân Trí;Vietnamese;9786043784848;;;
6067;860;860-492-2;1;Ngụy chứng của Solomon ② Quyết định;ソロモンの偽証 後篇・裁判;Miyuki Miyabe;Văn học (Tiểu thuyết, thơ);2;2023;1;NXB Dân Trí;Vietnamese;9786048832919;;;
6068;860;860-493;1;Mảnh vỡ;カケラ;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2023;1;NXB Thanh Niên;Vietnamese;9786043978872;;;
6069;860;860-496;1;Thiếu nữ;少女;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Hà Nội;Vietnamese;9786043552980;;;
6070;860;860-498;1;Án mạng Bạch Tuyết;白ゆき姫殺人事件;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Kim Đồng;Vietnamese;9786042218672;;;
6071;860;860-499;1;Cảnh ngộ;境遇;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Hà Nội;Vietnamese;9786045559758;;;
6072;860;860-500;1;Thú tội;告白;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2017;1;NXB Hội Nhà Văn;Vietnamese;978-604-96-0113-2;;;
6073;860;860-501;1;Chuộc tội;贖罪;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2019;1;NXB Hà Nội;Vietnamese;9786045544570;;;
6074;860;860-502;1;Tất cả vì N;Nのために;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Hà Nội;Vietnamese;9786045548271;;;
6075;860;860-503;1;Vòng Đu Quay Đêm;夜行観覧車;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Hà Nội;Vietnamese;9786045558690;;;
6076;860;860-504;1;Những Đứa Trẻ Bị Mắc Kẹt;ポイズンドーター・ホーリーマザー;Minato Kanae;Văn học (Tiểu thuyết, thơ);0;2019;1;NXB Thế Giới;Vietnamese;9786047762378;;;
6077;860;860-505;1;Dạo Bước Phố Đêm;夜は短し歩けよ乙女;Morimi Tomihiko;Văn học (Tiểu thuyết, thơ);0;2019;1;NXB Hồng Đức;Vietnamese;9786048975081;;;
6078;860;860-506;1;Xa Lộ Chim Cánh Cụt;ペンギン・ハイウェイ;Morimi Tomihiko;Văn học (Tiểu thuyết, thơ);0;2018;1;NXB Hồng Đức;Vietnamese;9786048957155;;;
6079;860;860-507-1;1;Gia Tộc Thần Bí;有頂天家族;Morimi Tomihiko;Văn học (Tiểu thuyết, thơ);1;2019;1;NXB Hội Nhà Văn;Vietnamese;9786045370094;;;
6080;860;860-507-2;1;Gia Tộc Thần Bí - Sự trở về của Nidaime;有頂天家族：二代目の帰朝;Morimi Tomihiko;Văn học (Tiểu thuyết, thơ);2;2020;1;NXB Hội Nhà Văn;Vietnamese;9786049882296;;;
6081;860;860-509;1;The Tatami Galaxy - Truyền Kỳ Phòng Bốn Chiếu Rưỡi;四畳半神話体系;Morimi Tomihiko;Văn học (Tiểu thuyết, thơ);0;2018;1;NXB Thế Giới;Vietnamese;9786047750306;;;
6082;860;860-550;1;Nhật Ký Giấc Mơ – Trong Giấc Mơ Của Bạn, Tôi Không Tồn Tại;ゆめにっき －あなたの夢に私はいない－;Akira;Văn học (Tiểu thuyết, thơ);0;2018;1;NXB Phụ Nữ;Vietnamese;9786045648223;;;
6083;860;860-551;1;Echo - Tiếng Vọng;ECHO;Akira;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Hà Nội;Vietnamese;9786045550267;;;
6084;860;860-561;1;Trạm Dừng Chân Nơi Nhà Ga Tuổi Trẻ;何者;Asai Ryo;Văn học (Tiểu thuyết, thơ);0;2018;1;NXB Phụ Nữ;Vietnamese;9786045652671;;;
6085;860;860-562;2;Trong chiếc gương soi;0;Nhật Chiêu;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Hồng Đức;Vietnamese;9786043284034;;;
6086;860;860-577;1;Chiếc cặp;センセイの鞄;Kawakami Hiromi;Văn học (Tiểu thuyết, thơ);0;2019;1;NXB Phụ Nữ;Vietnamese;9786045659106;;;
6087;860;860-595;1;Thuyết trình về văn học đương đại Nhật Bản 02/2011_ Masatsugu Ono;0;Masatsugu Ono;Văn học (Tiểu thuyết, thơ);0;2011;1;Japan Foundation;Vietnamese;0;;;
6088;860;860-597;1;Tiếng hát người cá;0;Masatsugu Ono;Văn học (Tiểu thuyết, thơ);0;2012;1;NXB Trẻ;Vietnamese;9,78604E+12;;;
6089;860;860-605;1;Một ngày đẹp trời để cô đơn;0;Aoyama Nanae;Văn học (Tiểu thuyết, thơ);0;2014;1;Nhà xuất bản lao động;Vietnamese;8936066706889;;;
6090;860;860-620;1;Thế giới thực;リアルワールド;Natsuo Kirino;Văn học (Tiểu thuyết, thơ);0;2014;1;Nhà xuất bản hồng đức;Vietnamese;9786048625887;;;
6091;860;860-621;1;Xấu;0;Natsuo Kirino;Văn học (Tiểu thuyết, thơ);0;2013;1;NXB Nhã Nam;Vietnamese;8935235200166;;;
6092;860;860-630-1;1;Âm dương sư 1 - Seimei và Hiromasa;陰陽師;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);1;2020;1;NXB Hà Nội;Vietnamese;9786045564288;;;
6093;860;860-630-2;1;Âm dương sư 2 - Tình nhân và dạ hành;陰陽師　飛天ノ巻;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);2;2020;1;NXB Hà Nội;Vietnamese;9786045569467;;;
6094;860;860-630-3;1;Âm dương sư 3 - Hẹn ước và điêu tàn;陰陽師　付喪神ノ巻;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);3;2021;1;NXB Hồng Đức;Vietnamese;9786043384611;;;
6095;860;860-631-1;1;Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường - tập 1;沙門空海唐の国にて鬼と宴す　巻ノ一;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);1;2019;1;NXB Hà Nội;Vietnamese;9786045544587;;;
6096;860;860-631-2;1;Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường - tập 2;沙門空海唐の国にて鬼と宴す　巻ノ二;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);2;2020;1;NXB Hà Nội;Vietnamese;9786045551677;;;
6097;860;860-631-3;1;Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường - tập 3;沙門空海唐の国にて鬼と宴す　巻ノ三;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);3;2020;1;NXB Hà Nội;Vietnamese;9786045567425;;;
6098;860;860-631-4;1;Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường - tập 4;沙門空海唐の国にて鬼と宴す　巻ノ四;Yumemakura Baku;Văn học (Tiểu thuyết, thơ);4;2020;1;NXB Hà Nội;Vietnamese;9786045573495;;;
6099;860;860-650;1;Người đón tàu;鉄道員;Jiro Asada;Văn học (Tiểu thuyết, thơ);0;2010;1;NXB Hội Nhà Văn;Vietnamese;8936024914011;;;
6100;860;860-695;1;Nhật ký mang thai;妊娠カレンダー;Yoko Ogawa;Văn học (Tiểu thuyết, thơ);0;2009;1;NXB Văn học;Vietnamese;8936024912611;;;
6101;860;860-696;1;Quán trọ hoa Diên Vỹ;ホテル・アイリス;Yoko Ogawa;Văn học (Tiểu thuyết, thơ);0;2009;1;NXB Văn học;Vietnamese;8936024912536;;;
6102;860;860-697;1;Giáo sư và công thức toán;博士の愛した数式;Yoko Ogawa;Văn học (Tiểu thuyết, thơ);0;2009;1;NXB Hội Nhà Văn;Vietnamese;8936024912727;;;
6103;860;860-700;1;Traumerei;トロイメライ;Murayama Saki;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Thế Giới;Vietnamese;9786043452075;;;
6104;860;860-701-1;1;Nhà trọ Chim Hoàng Yến　Bầy chim nơi khu vườn hoang phế;かなりや荘浪漫 廃園の鳥たち;Murayama Saki;Văn học (Tiểu thuyết, thơ);1;2021;1;NXB Thế Giới;Vietnamese;9786047789597;;;
6105;860;860-701-2;1;Nhà trọ Chim Hoàng Yến　Đôi cánh hướng tới những vì sao;かなりや荘浪漫 2 星めざす翼;Murayama Saki;Văn học (Tiểu thuyết, thơ);2;2021;1;NXB Thế Giới;Vietnamese;9786047789603;;;
6106;860;860-705-1;1;Khu vườn mùa hạ;0;Kazumi Yumoto;Văn học (Tiểu thuyết, thơ);0;2010;1;NXb Nhã Nam;Vietnamese;8936024914813;;;
6107;860;860-705-2;1;Organ mùa xuân;春のオルガン;Kazumi Yumoto;Văn học (Tiểu thuyết, thơ);0;2016;1;NXB Văn Học;Vietnamese;9786046983729;;;
6108;860;860-705-3;1;Mùa thu của cây dương;ポプラの秋;Kazumi Yumoto;Văn học (Tiểu thuyết, thơ);0;2011;1;NXb Nhã Nam;Vietnamese;8936024915773;;;
6109;860;860-712;1;Geisha - Tuyển tập Nagai Kafū;すみだ川;Nagai Kafū;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Hội Nhà Văn;Vietnamese;9786043680614;;;
6110;860;860-713;1;Phóng Đãng - Tuyển tập Nagai Kafū;浮沈;Nagai Kafū;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Hội Nhà Văn;Vietnamese;9786043680607;;;
6111;860;860-714;1;Vạn Diệp Tập;万葉集;0;Văn học (Tiểu thuyết, thơ);0;2022;0;NXB Hội Nhà Văn;Vietnamese;9786043833690;;;
6112;860;860-715;1;Hachikai Mimi - Văn học đương đại Nhật Bản - Nhìn từ thơ;0;Hachikai Mimi;Văn học (Tiểu thuyết, thơ);0;2012;1;Japan Foundation;Vietnamese;0;;;
6113;860;860-716;2;Con đường này tiếp đến cửa miệng của một ai đó;0;Hachikai Mimi;Văn học (Tiểu thuyết, thơ);0;2015;1;nhã nam;Vietnamese;9786045513293;;;
6114;860;860-725-1;1;Cánh cửa mặt trăng;[座間味くんシリーズ] 月の扉;Asami Ishimochi ;Văn học (Tiểu thuyết, thơ);1;2018;1;NXB Thanh Niên;Vietnamese;9786046498766;;;
6115;860;860-726-1;1;Cánh cửa đóng kín;[碓氷優佳シリーズ] 扉は閉ざされたまま;Asami Ishimochi ;Văn học (Tiểu thuyết, thơ);1;2020;1;NXB Thanh Niên;Vietnamese;9786049951664;;;
6116;860;860-813;1;Ong mật và sấm rền;蜜蜂と遠雷;Onda Riku;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Phụ Nữ Việt Nam;Vietnamese;9786043298949;;;
6117;860;860-815;1;Khúc dạ hành và những lời chưa nói;夜のピクニック;Onda Riku;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Phụ Nữ Việt Nam;Vietnamese;9786043755459;;;
6118;860;860-896;1;Bước chạy thanh xuân;風が強く吹いている;Miura Shion;Văn học (Tiểu thuyết, thơ);0;2015;1;NXB Thế Giới;Vietnamese;9786047731077;;;
6119;860;860-898;1;Người đan chữ xếp thuyền;舟を編む;Miura Shion;Văn học (Tiểu thuyết, thơ);0;2016;1;NXB Thế Giới;Vietnamese;9786047725410;;;
6120;860;860-899-1;1;Tiệm Bá Nghệ Tada Trước Ga Mahoro;まほろ駅前多田便利軒;Miura Shion;Văn học (Tiểu thuyết, thơ);1;2019;1;NXB Dân Trí;Vietnamese;9786048882402;;;
6121;860;860-899-2;1;Những Vị Khách Của Tiệm Bá Nghệ Tada;まほろ駅前番外地;Miura Shion;Văn học (Tiểu thuyết, thơ);2;2020;1;NXB Dân Trí;Vietnamese;9786048885199;;;
6122;860;860-899-3;1;Khúc Ngẫu Hứng Trước Ga Mahoro;まほろ駅前狂騒曲;Miura Shion;Văn học (Tiểu thuyết, thơ);3;2022;1;NXB Dân Trí;Vietnamese;9786043568806;;;
6123;860;860-900;1;Một Thế Giới Thiếu Vắng Tình Yêu;愛なき世界;Miura Shion;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Phụ Nữ Việt Nam;Vietnamese;9786043294781;;;
6124;860;860-920;1;Khao khát yêu đương;愛の渇き;Mishima Yukio;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Hội Nhà Văn;Vietnamese;9786043061017;;;
6125;860;860-921;1;tiếng triều dâng;潮騒;Mishima Yukio;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Hà Nội;Vietnamese;9786045582091;;;
6126;860;860-922;2;Kim Các tự;金閣寺;Mishima Yukio;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Dân Trí;Vietnamese;9786043568813;;;
6127;860;860-923;1;Chết giữa mùa hè;眞夏の死;Mishima Yukio;Văn học (Tiểu thuyết, thơ);0;2020;1;NXB Hội Nhà Văn;Vietnamese;9786049959226;;;
6128;860;860-924;0;Lời tự thú của chiếc mặt nạ;假面の告白;Mishima Yukio;Văn học (Tiểu thuyết, thơ);0;2021;1;NXB Hội Nhà Văn;Vietnamese;9786043331639;;;
6129;860;860-925;1;Bán Mạng;命売ります;Mishima Yukio;Văn học (Tiểu thuyết, thơ);0;2022;1;NXB Hội Nhà Văn;Vietnamese;9786043685534;;;
6130;870;870-002-1;2;Tiếng Nhật thực hành - Tập1;0;Phạm Hưng Long;Giáo dục tiếng Nhật;0;2008;1;NXB Giao Duc;Vietnamese;-;;;
6131;870;870-002-2;3;Tiếng Nhật thực hành - Tập2;0;Phạm Hưng Long;Giáo dục tiếng Nhật;0;2008;1;NXB Giao Duc;Vietnamese;-;;;
6132;870;870-003-1;0;Tiếng Nhật 6;0;Phạm Hưng Long, Shibahara Tomoyo, Ofune Chisato;Giáo dục tiếng Nhật;0;2013;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040000828;;;
6133;870;870-003-2;1;Tiếng Nhật 7;0;Phạm Hưng Long, Shibahara Tomoyo, Ofune Chisato;Giáo dục tiếng Nhật;0;2013;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040000989;;;
6134;870;870-003-3;0;Tiếng Nhật 8;0;Phạm Hưng Long, Shibahara Tomoyo, Ofune Chisato;Giáo dục tiếng Nhật;0;2013;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040001153;;;
6135;870;870-003-4;1;Tiếng Nhật 9;0;Phạm Hưng Long, Shibahara Tomoyo, Ofune Chisato;Giáo dục tiếng Nhật;0;2013;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040001368;;;
6136;870;870-004-1;1;Tiếng Nhật 3 - tập 1;0;Ngô Minh Thủy (Chủ biên);Giáo dục tiếng Nhật;1;2023;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040351166;;;
6137;870;870-004-2;1;Tiếng Nhật 3 - tập 2;0;Ngô Minh Thủy (Chủ biên);Giáo dục tiếng Nhật;2;2023;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040351173;;;
6138;870;870-004-3;1;Tiếng Nhật 4 - tập 1;0;Ngô Minh Thủy (Chủ biên);Giáo dục tiếng Nhật;1;2023;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040351234;;;
6139;870;870-004-4;1;Tiếng Nhật 4 - tập 2;0;Ngô Minh Thủy (Chủ biên);Giáo dục tiếng Nhật;2;2023;1;NXB Giáo dục Việt Nam ;Dual lingual;9786040351241;;;
6140;870;870-004-1;0;Tiếng Nhật 10 - Quyển 1;0;Ngô　Minh Thủy;Giáo dục tiếng Nhật;0;2009;0;NXB Giao Duc;Dual lingual;-;;;
6141;870;870-004-2;0;Tiếng Nhật 10- Quyển 2;0;Ngô　Minh Thủy;Giáo dục tiếng Nhật;0;2009;1;NXB Giao Duc;Dual lingual;-;;;
6142;870;870-004-3;0;Tiếng Nhật 11 Quyển 1;0;Ngô Minh Thủy;Giáo dục tiếng Nhật;0;2009;1;NXB Giao Duc;Dual lingual;-;;;
6143;870;870-004-4;0;Tiếng Nhật 11 Quyển 2;0;Ngô Minh Thủy;Giáo dục tiếng Nhật;0;2009;1;NXB Giao Duc;Dual lingual;-;;;
6144;870;870-004-5;0;Tiếng Nhật 11 Quyển 2;0;Ngô Minh Thủy;Giáo dục tiếng Nhật;0;2009;1;NXB Giao Duc;Dual lingual;-;;;
6145;870;870-004-6;0;Tiếng Nhật 12 Quyển 2;0;Ngô Minh Thủy;Giáo dục tiếng Nhật;0;2009;1;NXB Giao Duc;Dual lingual;-;;;
6146;870;870-005;2;Erin học tiếng Nhật;0;Japan Foundation;Giáo dục tiếng Nhật;0;2010;1;NXB Dai hoc Kinh te Quoc Dan;Dual lingual;0;;;
6147;870;870-006-1;3;Tiếng Nhật cho mọi người I ( Bản tiếng Nhật);0;-;Giáo dục tiếng Nhật;0;2010;1;NXB Tre;Dual lingual;0;;;
6148;870;870-006-2;2;Tiếng Nhật cho mọi người II ( bản tiếng Nhật);0;-;Giáo dục tiếng Nhật;0;2010;1;NXB Tre;Dual lingual;0;;;
6149;870;870-006-3;3;Tiếng Nhật cho mọi người I _ Bản dịch và giải thích ngữ pháp;0;-;Giáo dục tiếng Nhật;0;2010;1;NXB Tre;Dual lingual;-;;;
6150;870;870-006-4;1;Tiếng Nhật cho mọi người II_ Bản dịch và giải thích ngữ pháp);0;-;Giáo dục tiếng Nhật;0;2010;1;NXB Tre;Dual lingual;-;;;
6151;870;870-006-5;1;Tiếng Nhật cho mọi người _ 25 bài luyện nghe;0;-;Giáo dục tiếng Nhật;0;0;0;0;0;0;;;
6152;870;870-007;0;Bí Quyết học chữ Hán trong tiếng Nhật;0;PGS/TS Trần Sơn;Giáo dục tiếng Nhật;0;2010;1;Trường ĐH Ngoại Thương;Dual lingual;0;;;
6153;870;870-008;0;"Ngữ pháp Tiếng Nhật "" Có gì khó?""";0;PGS/TS Trần Sơn;Giáo dục tiếng Nhật;0;2009;1;Trường ĐH Ngoại Thương;Dual lingual;0;;;
6154;870;870-009;1;Hoạt động phản hồi đồng đẳng trong các lớp học kỹ năng viết ngôn ngữ thứ hai;Peer Pesponse in Second Language Writing Classrooms;Jun Liu & Jette G. Hansen Edwards;Giáo dục tiếng Nhật;0;2020;2;NXB Thế Giới;Vietnamese;9786047785636;;;
6155;870;870-010;1;Giờ học đảo ngược　Hướng dẫn dành cho cơ sở giáo dục đại học;Flipped Learning　A Guide for Higher Education Faculty;Robert Talbert;Giáo dục tiếng Nhật;0;2021;1;NXB Đại Học Sư Phạm;Vietnamese;9786045471043;;;
6156;870;870-011;0;Từ điển quản trị doanh nghiệp song ngữ Nhật - Việt;0;Trung tâm hợp tác nguồn nhân lực Vietnamese- Nhật Bản(VJCC);Giáo dục tiếng Nhật;0;2009;1;NXB Tri thuc;Dual lingual;8936024912901;;;
6157;870;870-012;2;Từ điển thuật ngữ khoa học Nhật Việt;0;0;0;0;0;0;0;0;0;;;
6158;870;870-013;0;Tiếng Nhật cho mọi người;はじめての日本語;Katakozawa Shinobu - Nguyen Duong Lieu;Giáo dục tiếng Nhật;0;2013;2;NXB Thông tin & Truyền thông;Dual lingual;8935217100064;;;
6159;870;870-014;2;Sách tự học Hiragana Katakana Học thông qua nghe và viết;一人で学べるひらがな　かたかな;スリーエーネットワーク;Giáo dục tiếng Nhật;0;2004;1;AOTS;Dual lingual;4883193217;;;
6160;870;870-015-1;3;Tiếng Nhật 4 (sách thí điểm);0;Japan Foundation;Giáo dục tiếng Nhật;4;0;1;NXB Giáo dục Việt Nam ;Vietnamese;0;;;
6161;870;870-015-2;3;Bài tập tiếng Nhật 4 (sách thí điểm);0;Japan Foundation;Giáo dục tiếng Nhật;4;0;1;NXB Giáo dục Việt Nam ;Vietnamese;0;;;
6162;870;870-016;0;1800 câu đàm thoại tiếng Nhật thông dụng;0;Kit pancoast Nagamura/Kyoto Tsuchiya;Giáo dục tiếng Nhật;0;2010;1;NXB Trẻ;Dual lingual;8935086817223;;;
6163;870;870-017;0;0;0;0;0;0;0;0;0;0;0;;;
6164;870;870-018;0;Đàm thoại Nhật Anh Việt;0;Phạm Hưng Long;Giáo dục tiếng Nhật;0;2006;1;NXB Tong hop TP HCM;Dual lingual;0;;;
6165;880;880-001;1;Ngôn ngữ học Nhật Bản nghiên cứu và giảng dạy;0;Khoa ngôn ngữ và văn hóa phương đông;Nghiên cứu văn học & ngôn ngữ;0;2012;1;NXB Đại học Quốc gia Hà Nội;Vietnamese;0;;;
6166;880;880-002;1;Tổng quan lịch sử văn học Nhật Bản;0;Nguyễn Nam Trân;Nghiên cứu văn học & ngôn ngữ;0;2011;1;NXB Giáo dục Việt Nam;Vietnamese;8934994084857;;;
6167;880;880-003;1;Văn học cận đại Đông Á từ góc nhìn so sánh;0;Đoàn Lê Giang;Nghiên cứu văn học & ngôn ngữ;0;2011;1;NXB Tổng hợp Thành phố Hồ Chí Minh;Vietnamese;9786045801642;;;
6168;880;880-004;1;Những cây bút kiệt xuất trong văn học Nhật Bản hiện đại;0;Nguyễn Tuấn Khanh;Nghiên cứu văn học & ngôn ngữ;0;2011;1;NXB Khoa học Xã hội;Vietnamese;0;;;
6169;880;880-005;2;Văn học Việt Nam và Nhật Bản trong bối cảnh Đông Á;Vietnamese and Japanese Literature Viewed from an East Asian Perspective;Đoàn Lê Giang, Nhật Chiêu, Trần Thị Phương Phương;Nghiên cứu văn học & ngôn ngữ;0;2013;1;NXB Văn hóa - Văn nghệ;Vietnamese;9786046806332;;;
6170;880;880-006;3;Thơ Haiku Nhật Bản: Lịch sử phát triển và đặc điểm thể loại ;0;Nguyễn Vũ Quỳnh Như;Nghiên cứu văn học & ngôn ngữ;0;2015;1;NXB  Đại học quốc gia thành phố Hồ Chí Minh;Vietnamese;9786047335695;;;
6171;880;880-007;2;Văn học Nhật Bản ở Viêt Nam;0;Nhiều tác gỉa;Nghiên cứu văn học & ngôn ngữ;0;2009;1;NXB Đại học Quốc gia TP.HCM;Vietnamese;0;;;
6172;880;880-008;1;Matsuo Basho - Bậc đại sư thơ haiku;0;Ueda Makoto;Nghiên cứu văn học & ngôn ngữ;0;2016;1;NXB Hồng Đức;Vietnamese;9786048693695;;;
6173;880;880-009;1;Ba nghìn thế giới thơm;0;Nhật Chiêu;Nghiên cứu văn học & ngôn ngữ;0;2015;1;NXB Văn học;Vietnamese;978604696716;;;
6174;880;880-010;1;Văn học Việt Nam và Nhật Bản trong bối cảnh toàn cầu hóa ;0;Khoa Văn học và Ngôn ngữ;Nghiên cứu văn học & ngôn ngữ;0;2015;1;NXB Đại học Quốc gia TP.HCM;Vietnamese;9786047338283;;;
6175;880;880-011;1;Văn học Nhật Bản: Từ khởi thủy đến 1868;0;Nhật Chiêu;Nghiên cứu văn học & ngôn ngữ;0;2013;7;NXB Giáo dục Việt Nam;Vietnamese;0;;;
6176;880;880-012;2;Văn hóa Nhật - Những điều không thể biết;0;Shirahata Yozaburo;Nghiên cứu văn học & ngôn ngữ;0;2014;1;NXB Hồng Đức;Vietnamese;9786048621629;;;
6177;880;880-013;1;Chân trời của hình ảnh　Từ văn chương đến điện ảnh qua trường hợp Kurosawa Akira;0;Đào Lê Na;Nghiên cứu văn học & ngôn ngữ;0;2017;1;NXB Đại học Quốc gia TP.HCM;Vietnamese;9786047355365;;;
6178;880;880-014;1;Inoue Yasushi　Hành trình mộng tưởng;0;Phan Thu Vân;Nghiên cứu văn học & ngôn ngữ;0;2021;1;NXB Văn hóa - Văn nghệ;Vietnamese;9786046868033;;;
6179;880;880-015;1;Văn học Nhật Bản và Sự tiếp nhận văn học Nhật Bản tại Việt Nam;0;Viện Nghiên cứu phát triển Văn hóa, Ngôn ngữ và Giáo dục;Nghiên cứu văn học & ngôn ngữ;0;2022;1;NXB Đại học Quốc gia Hà Nội;Vietnamese;9786043520545;;;
6180;880;880-016;2;Nhà văn Nhật Bản Thế kỷ XX;0;Đào Thị Thu Hằng;Nghiên cứu văn học & ngôn ngữ;0;2018;1;NXB Tổng hợp Thành phố Hồ Chí Minh;Vietnamese;9786045883082;;;
6181;880;880-017;1;Luật thơ Haiku;俳句のルール;Nhiều tác gỉa;Nghiên cứu văn học & ngôn ngữ;0;2020;1;NXB Đại Học Quốc Gia Thành Phố Hồ Chí Minh;Vietnamese;9786047374052;;;
