STT;Khoá;Nhóm;Mã lớp HP;tenmon;Số lượng;Số lượng;SLSV;Mã GV;Mã GV;Tuần;khoa dạy;malop;Tên giảng viên;Thứ 2;Thứ 3;Thứ 4;Thứ 5;Thứ 6;Thứ 7;CN
2390;25;32;319026025202532;Đại số tuyến tính;75;75;0;30929;30929;"26-27;31-44";319;25N32(TDH1);Trương Công Quỳnh;;6-8,H202;;;;;
2391;25;32A;305067025202532A;TN Vật lý (Điện-Từ-Quang);24;24;0;11513;11513;32-35;305;25N32(TDH1);Lê Vũ Trường Sơn;;;7-10,D212;;;;
2392;25;32A;413031125202532A;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N32(TDH1);Thiều Hoàng Mỹ;1-4,B104;;;;;;
2393;25;32B;305067025202532B;TN Vật lý (Điện-Từ-Quang);24;24;0;11283;11283;32-35;305;25N32(TDH1);Mai Thị Kiền Liên;;;;1-4,D212;;;
2394;25;32B;413031125202532B;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N32(TDH1);Thiều Hoàng Mỹ;;;;1-4,B101;;;
2395;25;33;217002025202533;Kinh tế chính trị Mác - Lênin;75;75;0;20662;20662;"26-27;31-44";217;25N33(TDH2);Nguyễn Thị Kiều Trinh;;;;;4-5,H307;;
2396;25;33;305001125202533;Vật lý 1;75;75;0;30933;30933;"26-27;31-44";305;25N33(TDH2);Lê Văn Thanh Sơn;;;;6-8,H402;;;
2397;25;33;319012125202533;Giải tích 2;75;75;0;30935;30935;"26-27;31-44";319;25N33(TDH2);Nguyễn Hoàng Thành;7-10,H104;;;;;;
2398;25;33;319026025202533;Đại số tuyến tính;75;75;0;11522;11522;"26-27;31-44";319;25N33(TDH2);Trần Nam Sinh;;;;;1-3,H307;;
2399;25;33A;305067025202533A;TN Vật lý (Điện-Từ-Quang);24;24;0;11283;11283;32-35;305;25N33(TDH2);Mai Thị Kiền Liên;;;;7-10,D212;;;
2400;25;33A;413031125202533A;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N33(TDH2);Thiều Hoàng Mỹ;;7-10,B105;;;;;
2401;25;33B;305067025202533B;TN Vật lý (Điện-Từ-Quang);24;24;0;11040;11040;32-35;305;25N33(TDH2);"Trần Thị Hồng
";;;;;1-4,D212;;
2402;25;33B;413031125202533B;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N33(TDH2);Thiều Hoàng Mỹ;;;1-4,B105;;;;
2403;25;33C;305067025202533C;TN Vật lý (Điện-Từ-Quang);24;24;0;11040;11040;32-35;305;25N33(TDH2);"Trần Thị Hồng
";;;;;7-10,D212;;
2404;25;38;106294325202538;Vật lý bán dẫn;53;53;0;11164;11164;"26-27;31-44";106;25N38(DT1);Phan Trần Đăng Khoa;;6-8,H104;;;;;
2405;25;38;305064125202538;Vật lý 2;70;70;0;10898;10898;"26-27;31-44";305;25N38(DT1);Dụng Văn Lữ;;;;8-10,H106;;;
2406;25;38;319012125202538;Giải tích 2;70;70;0;11360;11360;"26-27;31-44";319;25N38(DT1);Chử Văn Tiệp;;;7-10,H203;;;;
2407;25;38;413031125202538;Anh văn A2.2;42;42;0;40977;40977;"26-27;31-44";413;25N38(DT1);Huỳnh Thị Bích Ngọc;1-4,B105;;;;;;
2408;25;38A;106294025202538A;PBL1: Lập trình;35;35;0;11492;11492;"26-27;31-44";106;25N38(DT1);Đào Duy Tuấn;;;;;8-9,H102;;
2409;25;38A;305066025202538A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;32-35;305;25N38(DT1);Trịnh Ngọc Đạt;;10-13,D211;;;;;
2410;25;38B;106294025202538B;PBL1: Lập trình;35;35;0;11492;11492;"26-27;31-44";106;25N38(DT1);Đào Duy Tuấn;;;;;6-7,H102;;
2411;25;38B;305066025202538B;TN Vật lý (Cơ-Nhiệt);24;24;0;11041;11041;32-35;305;25N38(DT1);Đinh Thanh Khẩn;;;1-4,D211;;;;
2412;25;39;106294325202539;Vật lý bán dẫn;52;52;0;11164;11164;"26-27;31-44";106;25N39(DT2);Phan Trần Đăng Khoa;;;1-3,H305;;;;
2413;25;39;305064125202539;Vật lý 2;70;70;0;10898;10898;"26-27;31-44";305;25N39(DT2);Dụng Văn Lữ;;6-8,H203;;;;;
2414;25;39;319012125202539;Giải tích 2;70;70;0;10973;10973;"26-27;31-44";319;25N39(DT2);Nguyễn Thị Thùy Dương;7-10,H203;;;;;;
2415;25;39;413031125202539;Anh văn A2.2;42;42;0;40979;40979;"26-27;31-44";413;25N39(DT2);Tôn Nữ Xuân Phương;1-4,B106;;;;;;
2416;25;39A;106294025202539A;PBL1: Lập trình;35;35;0;11492;11492;"26-27;31-44";106;25N39(DT2);Đào Duy Tuấn;;;;;3-4,H102;;
2417;25;39A;305066025202539A;TN Vật lý (Cơ-Nhiệt);24;24;0;10797;10797;32-35;305;25N39(DT2);"Nguyễn Bá Vũ Chính
";;;6-9,D211;;;;
2418;25;39B;106294025202539B;PBL1: Lập trình;35;35;0;11492;11492;"26-27;31-44";106;25N39(DT2);Đào Duy Tuấn;;;;;1-2,H102;;
2419;25;39B;305066025202539B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;32-35;305;25N39(DT2);Trịnh Ngọc Đạt;;;10-13,D211;;;;
2420;25;39C;305066025202539C;TN Vật lý (Cơ-Nhiệt);24;24;0;11041;11041;32-35;305;25N39(DT2);Đinh Thanh Khẩn;;;;1-4,D211;;;
2421;25;40;106294325202540;Vật lý bán dẫn;70;70;0;11164;11164;"26-27;31-44";106;25N40(DT3);Phan Trần Đăng Khoa;;;;1-3,H308;;;
2422;25;40;305064125202540;Vật lý 2;70;70;0;30933;30933;"26-27;31-44";305;25N40(DT3);Lê Văn Thanh Sơn;;1-3,H308;;;;;
2423;25;40;319012125202540;Giải tích 2;70;70;0;10659;10659;"26-27;31-44";319;25N40(DT3);Lê Hải Trung;;;;;1-4,H305;;
2424;25;40;413031125202540;Anh văn A2.2;42;42;0;40979;40979;"26-27;31-44";413;25N40(DT3);Tôn Nữ Xuân Phương;7-10,B105;;;;;;
2425;25;40A;106294025202540A;PBL1: Lập trình;35;35;0;11676;11676;"26-27;31-44";106;25N40(DT3);Văn Phú Tuấn;;;7-8,H204;;;;
2426;25;40A;305066025202540A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;32-35;305;25N40(DT3);Trịnh Ngọc Đạt;;;;6-9,D211;;;
2427;25;40B;106294025202540B;PBL1: Lập trình;35;35;0;11676;11676;"26-27;31-44";106;25N40(DT3);Văn Phú Tuấn;;;9-10,H204;;;;
2428;25;40B;305066025202540B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;32-35;305;25N40(DT3);Trịnh Ngọc Đạt;;;;10-13,D211;;;
2429;25;41;106294325202541;Vật lý bán dẫn;50;50;0;10549;10549;"26-27;31-44";106;25N41(DT4);Huỳnh Thanh Tùng;;;6-8,H105;;;;
2430;25;41;413031125202541;Anh văn A2.2;42;42;0;10627;10627;"26-27;31-44";413;25N41(DT4);Lê Thị Nhi;;7-10,B101;;;;;
2431;25;42;106293325202542;Cấu kiện điện tử;62;62;0;10549;10549;"26-27;31-44";106;25N42(VDT);Huỳnh Thanh Tùng;;;1-4,H304;;;;
2432;25;42;305064125202542;Vật lý 2;62;62;0;11041;11041;"26-27;31-44";305;25N42(VDT);Đinh Thanh Khẩn;6-8,H204;;;;;;
2433;25;42;319012125202542;Giải tích 2;62;62;0;30935;30935;"26-27;31-44";319;25N42(VDT);Nguyễn Hoàng Thành;;;;;7-10,H204;;
2434;25;42A;106234025202542A;TN cấu kiện điện tử (1TC);23;23;0;"10635
";"10635
";34-38;106;25N42(VDT);"Vũ Vân Thanh
";;7-10,C120;;;;;
2435;25;42A;106294025202542A;PBL1: Lập trình;31;31;0;10813;10813;"26-27;31-44";106;25N42(VDT);Nguyễn Văn Hiếu;;;;;;6-7,H102;
2436;25;42A;305066025202542A;TN Vật lý (Cơ-Nhiệt);24;24;0;10797;10797;32-35;305;25N42(VDT);"Nguyễn Bá Vũ Chính
";;;;;1-4,D211;;
2437;25;42A;413031125202542A;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N42(VDT);Thiều Hoàng Mỹ;;1-4,B209;;;;;
2438;25;42B;106234025202542B;TN cấu kiện điện tử (1TC);23;23;0;"10635
";"10635
";40-44;106;25N42(VDT);"Vũ Vân Thanh
";;;;;;1-4,C120;
2439;25;42B;106294025202542B;PBL1: Lập trình;31;31;0;10813;10813;"26-27;31-44";106;25N42(VDT);Nguyễn Văn Hiếu;;;;;;8-9,H102;
2440;25;42B;305066025202542B;TN Vật lý (Cơ-Nhiệt);24;24;0;11513;11513;32-35;305;25N42(VDT);Lê Vũ Trường Sơn;;;;;6-9,D211;;
2441;25;42B;413031125202542B;Anh văn A2.2;42;42;0;10816;10816;"26-27;31-44";413;25N42(VDT);Thiều Hoàng Mỹ;;;;7-10,B104;;;
2442;25;42C;106234025202542C;TN cấu kiện điện tử (1TC);23;23;0;"10635
";"10635
";34-38;106;25N42(VDT);"Vũ Vân Thanh
";;;;;;1-4,C120;
2443;25;42C;305066025202542C;TN Vật lý (Cơ-Nhiệt);24;24;0;11513;11513;32-35;305;25N42(VDT);Lê Vũ Trường Sơn;;;;;10-13,D211;;
2444;25;43;106294325202543;Vật lý bán dẫn;54;54;0;10549;10549;"26-27;31-44";106;25N43(KTMT1);Huỳnh Thanh Tùng;;6-8,H204;;;;;
2445;25;43;106295025202543;Lập trình hướng đối tượng;54;54;0;10565;10565;"26-27;31-44";106;25N43(KTMT1);Nguyễn Duy Nhật Viễn;;;4-5,H103;;;;
2446;25;43;305064125202543;Vật lý 2;54;54;0;30933;30933;"26-27;31-44";305;25N43(KTMT1);Lê Văn Thanh Sơn;;;;;;1-3,H304;
2447;25;43;319012125202543;Giải tích 2;54;54;0;11615;11615;"26-27;31-44";319;25N43(KTMT1);Trần Văn Sự;;;;;7-10,H105;;
2448;25;43;413031125202543;Anh văn A2.2;42;42;0;40980;40980;"26-27;31-44";413;25N43(KTMT1);Trần Thị Túy Phượng;1-4,B201;;;;;;
2449;25;43A;106294025202543A;PBL1: Lập trình;35;35;0;10565;10565;"26-27;31-44";106;25N43(KTMT1);Nguyễn Duy Nhật Viễn;;;;6-7,H102;;;
2450;25;43A;305066025202543A;TN Vật lý (Cơ-Nhiệt);24;24;0;11314;11314;32-35;305;25N43(KTMT1);"Phan Liễn
";;;;;;1-4,D211;
2451;25;43B;106294025202543B;PBL1: Lập trình;35;35;0;10565;10565;"26-27;31-44";106;25N43(KTMT1);Nguyễn Duy Nhật Viễn;;;;8-9,H102;;;
2452;25;43B;305066025202543B;TN Vật lý (Cơ-Nhiệt);24;24;0;11314;11314;32-35;305;25N43(KTMT1);"Phan Liễn
";;;;;;6-9,D211;
2453;25;44;106294025202544;PBL1: Lập trình;54;54;0;10565;10565;"26-27;31-44";106;25N44(KTMT2);Nguyễn Duy Nhật Viễn;;;9-10,H106;;;;
2454;25;44;106294325202544;Vật lý bán dẫn;54;54;0;10549;10549;"26-27;31-44";106;25N44(KTMT2);Huỳnh Thanh Tùng;;;;1-3,H303;;;
2455;25;44;106295025202544;Lập trình hướng đối tượng;54;54;0;10565;10565;"26-27;31-44";106;25N44(KTMT2);Nguyễn Duy Nhật Viễn;;;7-8,H106;;;;
2456;25;44;305064125202544;Vật lý 2;54;54;0;30933;30933;"26-27;31-44";305;25N44(KTMT2);Lê Văn Thanh Sơn;6-8,H105;;;;;;
2457;25;44;319012125202544;Giải tích 2;54;54;0;30935;30935;"26-27;31-44";319;25N44(KTMT2);Nguyễn Hoàng Thành;;;;;1-4,H304;;
2458;25;44;413031125202544;Anh văn A2.2;42;42;0;40980;40980;"26-27;31-44";413;25N44(KTMT2);Trần Thị Túy Phượng;;7-10,B108;;;;;
2459;25;44A;305066025202544A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N44(KTMT2);Trịnh Ngọc Đạt;1-4,D211;;;;;;
2460;25;44B;305066025202544B;TN Vật lý (Cơ-Nhiệt);24;24;0;11563;11563;36-39;305;25N44(KTMT2);"Trần Quỳnh
";6-9,D211;;;;;;
2461;25;44C;305066025202544C;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N44(KTMT2);Trịnh Ngọc Đạt;10-13,D211;;;;;;
2462;25;45;107359325202545;Vi sinh đại cương;51;51;0;10835;10835;"26-27;31-44";107;25N45(H2A);Nguyễn Thị Đông Phương;;6-8,H105;;;;;
2463;25;45;107515325202545;Hóa lý 1;51;51;0;10518;10518;"26-27;31-44";107;25N45(H2A);Lê Ngọc Trung;6-7,H106;;;;;;
2464;25;45;217002025202545;Kinh tế chính trị Mác - Lênin;51;51;0;11183;11183;"26-27;31-44";217;25N45(H2A);Nguyễn Lê Thu Hiền;;9-10,H105;;;;;
2465;25;45;305001125202545;Vật lý 1;72;72;0;10982;10982;"26-27;31-44";305;25N45(H2A);Hoàng Đình Triển;8-10,H106;;;;;;
2466;25;45;319026025202545;Đại số tuyến tính;72;72;0;11544;11544;"26-27;31-44";319;25N45(H2A);Nguyễn Đại Dương;;;;6-8,H307;;;
2467;25;45;413031125202545;Anh văn A2.2;42;42;0;40971;40971;"26-27;31-44";413;25N45(H2A);Phạm Thị Thu Hương;;;1-4,B104;;;;
2468;25;45A;107368325202545A;TN vi sinh đại cương;25;25;0;"10887
";"10887
";42-44;107;25N45(H2A);"Nguyễn Thị Minh Nguyệt
";1-4,D106;;;;;;
2469;25;45A;305066025202545A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N45(H2A);Trịnh Ngọc Đạt;;1-4,D211;;;;;
2470;25;45B;107368325202545B;TN vi sinh đại cương;25;25;0;"10887
";"10887
";42-44;107;25N45(H2A);"Nguyễn Thị Minh Nguyệt
";;1-4,D106;;;;;
2471;25;45B;305066025202545B;TN Vật lý (Cơ-Nhiệt);24;24;0;11035;11035;36-39;305;25N45(H2A);Lê Thị Phương Thảo;;6-9,D211;;;;;
2472;25;46;107359325202546;Vi sinh đại cương;47;47;0;10835;10835;"26-27;31-44";107;25N46(H2B);Nguyễn Thị Đông Phương;;;;;1-3,H308;;
2473;25;46;107515325202546;Hóa lý 1;47;47;0;10518;10518;"26-27;31-44";107;25N46(H2B);Lê Ngọc Trung;9-10,H306;;;;;;
2474;25;46;217002025202546;Kinh tế chính trị Mác - Lênin;72;72;0;11183;11183;"26-27;31-44";217;25N46(H2B);Nguyễn Lê Thu Hiền;;;;;4-5,H308;;
2475;25;46;305001125202546;Vật lý 1;72;72;0;10982;10982;"26-27;31-44";305;25N46(H2B);Hoàng Đình Triển;;6-8,H106;;;;;
2476;25;46;319026025202546;Đại số tuyến tính;72;72;0;11684;11684;"26-27;31-44";319;25N46(H2B);Nguyễn Lê Trâm;;;6-8,H307;;;;
2477;25;46;413031125202546;Anh văn A2.2;42;42;0;41003;41003;"26-27;31-44";413;25N46(H2B);Trần Vũ Mai Yên;;;;1-4,B102;;;
2478;25;46A;107368325202546A;TN vi sinh đại cương;25;25;0;"10887
";"10887
";42-44;107;25N46(H2B);"Nguyễn Thị Minh Nguyệt
";;;1-4,D106;;;;
2479;25;46A;305066025202546A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N46(H2B);Trịnh Ngọc Đạt;;10-13,D211;;;;;
2480;25;46B;107368325202546B;TN vi sinh đại cương;25;25;0;"10887
";"10887
";42-44;107;25N46(H2B);"Nguyễn Thị Minh Nguyệt
";;;;7-10,D106;;;
2481;25;46B;305066025202546B;TN Vật lý (Cơ-Nhiệt);24;24;0;11041;11041;36-39;305;25N46(H2B);Đinh Thanh Khẩn;;;1-4,D211;;;;
2482;25;47;107359325202547;Vi sinh đại cương;46;46;0;10835;10835;"26-27;31-44";107;25N47(H2C);Nguyễn Thị Đông Phương;1-3,H307;;;;;;
2483;25;47;107515325202547;Hóa lý 1;46;46;0;10857;10857;"26-27;31-44";107;25N47(H2C);Nguyễn Đình Minh Tuấn;4-5,H104;;;;;;
2484;25;47;413031125202547;Anh văn A2.2;42;42;0;41003;41003;"26-27;31-44";413;25N47(H2C);Trần Vũ Mai Yên;;7-10,B104;;;;;
2485;25;47A;107368325202547A;TN vi sinh đại cương;25;25;0;"10887
";"10887
";42-44;107;25N47(H2A);"Nguyễn Thị Minh Nguyệt
";;;;;7-10,D106;;
2486;25;47A;305066025202547A;TN Vật lý (Cơ-Nhiệt);24;24;0;10797;10797;36-39;305;25N47(H2C);"Nguyễn Bá Vũ Chính
";;;6-9,D211;;;;
2487;25;47B;107368325202547B;TN vi sinh đại cương;25;25;0;"10887
";"10887
";42-44;107;25N47(H2A);"Nguyễn Thị Minh Nguyệt
";;;;1-4,D106;;;
2488;25;47B;305066025202547B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N47(H2C);Trịnh Ngọc Đạt;;;10-13,D211;;;;
2489;25;48;107358325202548;Hóa hữu cơ;59;59;0;10325;10325;"26-27;31-44";107;25N48(SH1);Đoàn Thị Hoài Nam;7-10,H305;;;;;;
2490;25;48;107515025202548;Sinh học đại cương;59;59;0;10836;10836;"26-27;31-44";107;25N48(SH1);Lê Lý Thuỳ Trâm;;;;;7-10,H106;;
2491;25;48;305001125202548;Vật lý 1;59;59;0;10797;10797;"26-27;31-44";305;25N48(SH1);Nguyễn Bá Vũ Chính;;;;1-3,H302;;;
2492;25;48;319026025202548;Đại số tuyến tính;59;59;0;30929;30929;"26-27;31-44";319;25N48(SH1);Trương Công Quỳnh;;1-3,H303;;;;;
2493;25;48A;107517025202548A;TN sinh học đại cương;23;23;0;"10768
";"10768
";40-44;107;25N48(SH);"Phạm Thị Kim Thảo
";;7-10,A124;;;;;
2494;25;48A;107519025202548A;TN hóa hữu cơ;25;25;0;"11702
";"11702
";31-35;107;25N48(SH);"Nguyễn Thị Thu Thùy
";1-4,D103;;;;;;
2495;25;48A;305066025202548A;TN Vật lý (Cơ-Nhiệt);24;24;0;11041;11041;36-39;305;25N48(SH);Đinh Thanh Khẩn;;;;1-4,D211;;;
2496;25;48B;107517025202548B;TN sinh học đại cương;23;23;0;"10768
";"10768
";40-44;107;25N48(SH);"Phạm Thị Kim Thảo
";;;7-10,A124;;;;
2497;25;48B;107519025202548B;TN hóa hữu cơ;25;25;0;"11702
";"11702
";31-35;107;25N48(SH);"Nguyễn Thị Thu Thùy
";;;;7-10,D103;;;
2498;25;48B;305066025202548B;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N48(SH);Trịnh Ngọc Đạt;;;;6-9,D211;;;
2499;25;48B;413031125202548B;Anh văn A2.2;42;42;0;11365;11365;"26-27;31-44";413;25N48(SH1);Trần Thị Thanh Nhã;;;1-4,B106;;;;
2500;25;48C;107517025202548C;TN sinh học đại cương;23;23;0;"10768
";"10768
";40-44;107;25N48(SH);"Phạm Thị Kim Thảo
";;;;;1-4,A124;;
2501;25;49;413031125202549;Anh văn A2.2;42;42;0;10908;10908;"26-27;31-44";413;25N49(SH2);Đỗ Uyên Hà;;;1-4,B204;;;;
2502;25;50;107358325202550;Hóa hữu cơ;51;51;0;10283;10283;"26-27;31-44";107;25N50(KTHH1);Đoàn Thị Thu Loan;7-10,H304;;;;;;
2503;25;50;107516025202550;Hóa vô cơ;51;51;0;10364;10364;"26-27;31-44";107;25N50(KTHH1);Dương Thị Hồng Phấn;;6-8,H307;;;;;
2504;25;50;305001125202550;Vật lý 1;51;51;0;11283;11283;"26-27;31-44";305;25N50(KTHH1);Mai Thị Kiều Liên;;;6-8,H305;;;;
2505;25;50;319012125202550;Giải tích 2;51;51;0;10973;10973;"26-27;31-44";319;25N50(KTHH1);Nguyễn Thị Thùy Dương;;;;7-10,H305;;;
2506;25;50;413031125202550;Anh văn A2.2;42;42;0;40980;40980;"26-27;31-44";413;25N50(KTHH1);Trần Thị Túy Phượng;;;;;7-10,B104;;
2507;25;50A;107518025202550A;TN hóa vô cơ (1TC);25;25;0;"11110
";"11110
";40-44;107;25N50(KTHH1);"Võ Thị Thu Hiền
";;1-4,D111;;;;;
2508;25;50A;107519025202550A;TN hóa hữu cơ;25;25;0;"11560
";"11560
";32-36;107;25N50(KTHH1);"Nguyễn Thị Tuyết Ngọc
";1-4,D208;;;;;;
2509;25;50B;107518025202550B;TN hóa vô cơ (1TC);25;25;0;"11110
";"11110
";40-44;107;25N50(KTHH1);"Võ Thị Thu Hiền
";;;;;1-4,D111;;
2510;25;50B;107519025202550B;TN hóa hữu cơ;25;25;0;"11560
";"11560
";32-36;107;25N50(KTHH1);"Nguyễn Thị Tuyết Ngọc
";;1-4,D208;;;;;
2511;25;51;107358325202551;Hóa hữu cơ;47;47;0;10283;10283;"26-27;31-44";107;25N51(KTHH2);Đoàn Thị Thu Loan;;7-10,H305;;;;;
2512;25;51;107516025202551;Hóa vô cơ;47;47;0;10364;10364;"26-27;31-44";107;25N51(KTHH2);Dương Thị Hồng Phấn;;;;;1-3,H303;;
2513;25;51;305001125202551;Vật lý 1;47;47;0;10797;10797;"26-27;31-44";305;25N51(KTHH2);Nguyễn Bá Vũ Chính;;;;6-8,H304;;;
2514;25;51;319012125202551;Giải tích 2;47;47;0;10659;10659;"26-27;31-44";319;25N51(KTHH2);Lê Hải Trung;;;7-10,H304;;;;
2515;25;51;413031125202551;Anh văn A2.2;42;42;0;40980;40980;"26-27;31-44";413;25N51(KTHH2);Trần Thị Túy Phượng;;1-4,B101;;;;;
2516;25;51A;107518025202551A;TN hóa vô cơ (1TC);25;25;0;"11110
";"11110
";40-44;107;25N51(KTHH2);"Võ Thị Thu Hiền
";;;1-4,D111;;;;
2517;25;51A;107519025202551A;TN hóa hữu cơ;25;25;0;"11702
";"11702
";31-35;107;25N51(KTHH2);"Nguyễn Thị Thu Thùy
";7-10,D103;;;;;;
2518;25;51B;107518025202551B;TN hóa vô cơ (1TC);25;25;0;"11110
";"11110
";40-44;107;25N51(KTHH2);"Võ Thị Thu Hiền
";;;;1-4,D111;;;
2519;25;51B;107519025202551B;TN hóa hữu cơ;25;25;0;"11702
";"11702
";31-35;107;25N51(KTHH2);"Nguyễn Thị Thu Thùy
";;;;;;1-4,D103;
2520;25;52;107358325202552;Hóa hữu cơ;61;61;0;10283;10283;"26-27;31-44";107;25N52(H5);Đoàn Thị Thu Loan;;;;;1-4,H302;;
2521;25;52;217002025202552;Kinh tế chính trị Mác - Lênin;61;61;0;11451;11451;"26-27;31-44";217;25N52(H5);Vương Phương Hoa;1-2,H305;;;;;;
2522;25;52;305001125202552;Vật lý 1;61;61;0;11041;11041;"26-27;31-44";305;25N52(H5);Đinh Thanh Khẩn;3-5,H305;;;;;;
2523;25;52;319012125202552;Giải tích 2;61;61;0;10659;10659;"26-27;31-44";319;25N52(H5);Lê Hải Trung;;;1-4,H308;;;;
2524;25;52;413031125202552;Anh văn A2.2;42;42;0;10628;10628;"26-27;31-44";413;25N52(H5);Lê Thị Hải Yến;;7-10,B102;;;;;
2525;25;52A;107519025202552A;TN hóa hữu cơ;25;25;0;"11560
";"11560
";32-36;107;25N52(H5);"Nguyễn Thị Tuyết Ngọc
";7-10,D208;;;;;;
2526;25;52A;305066025202552A;TN Vật lý (Cơ-Nhiệt);24;24;0;11043;11043;36-39;305;25N52(H5);Trịnh Ngọc Đạt;;;;10-13,D211;;;
2527;25;52B;107519025202552B;TN hóa hữu cơ;25;25;0;"11560
";"11560
";32-36;107;25N52(H5);"Nguyễn Thị Tuyết Ngọc
";;;7-10,D208;;;;
2528;25;52B;305066025202552B;TN Vật lý (Cơ-Nhiệt);24;24;0;10797;10797;36-39;305;25N52(H5);"Nguyễn Bá Vũ Chính
";;;;;1-4,D211;;
2529;25;52C;107519025202552C;TN hóa hữu cơ;25;25;0;"11560
";"11560
";32-36;107;25N52(H5);"Nguyễn Thị Tuyết Ngọc
";;;;1-4,D208;;;
2530;25;54;107358325202554;Hóa hữu cơ;40;40;0;10325;10325;"26-27;31-44";107;25N54(SHYD);Đoàn Thị Hoài Nam;;7-10,H102;;;;;
2531;25;54;107740025202554;Tế bào học;40;40;0;10836;10836;"26-27;31-44";107;25N54(SHYD);Lê Lý Thuỳ Trâm;;;;6-8,H308;;;
2532;25;54;305001125202554;Vật lý 1;40;40;0;11035;11035;"26-27;31-44";305;25N54(SHYD);Lê Thị Phương Thảo;6-8,H102;;;;;;
2533;25;54;319026025202554;Đại số tuyến tính;40;40;0;30882;30882;"26-27;31-44";319;25N54(SHYD);Nguyễn Ngọc Châu;;;;;6-8,H307;;
2534;25;54;413031125202554;Anh văn A2.2;42;42;0;10628;10628;"26-27;31-44";413;25N54(SHYD);Lê Thị Hải Yến;;;7-10,B104;;;;
2535;25;54A;107519025202554A;TN hóa hữu cơ;25;25;0;"11702
";"11702
";31-35;107;25N54(SHYD);"Nguyễn Thị Thu Thùy
";;1-4,D103;;;;;
2536;25;54A;107741025202554A;TN tế bào học (0.5TC);25;25;0;"10768
";"10768
";40-42;107;25N54(SHYD);"Phạm Thị Kim Thảo
";1-4,A124;;;;;;
2537;25;54A;305066025202554A;TN Vật lý (Cơ-Nhiệt);24;24;0;11513;11513;36-39;305;25N54(SHYD);Lê Vũ Trường Sơn;;;;;6-9,D211;;
2538;25;54B;107519025202554B;TN hóa hữu cơ;25;25;0;"11702
";"11702
";31-35;107;25N54(SHYD);"Nguyễn Thị Thu Thùy
";;;;1-4,D103;;;
2539;25;54B;107741025202554B;TN tế bào học (0.5TC);25;25;0;"10768
";"10768
";40-42;107;25N54(SHYD);"Phạm Thị Kim Thảo
";;;1-4,A124;;;;
2540;25;54B;305066025202554B;TN Vật lý (Cơ-Nhiệt);24;24;0;11314;11314;36-39;305;25N54(SHYD);"Phan Liễn
";;;;;;1-4,D211;
2541;25;54C;305066025202554C;TN Vật lý (Cơ-Nhiệt);24;24;0;11513;11513;36-39;305;25N54(SHYD);Lê Vũ Trường Sơn;;;;;10-13,D211;;
2542;25;59;107367025202559;Hóa đại cương;45;45;0;10248;10248;"26-27;31-44";107;25N59(X3A);Dương Thế Hy;6-8,H308;;;;;;
2543;25;59;108070025202559;Cơ lý thuyết ;45;45;0;10879;10879;"26-27;31-44";108;25N59(X3A);Phạm Ngọc Quang;;6-8,H304;;;;;
2544;25;59;217002025202559;Kinh tế chính trị Mác - Lênin;90;90;0;10938;10938;"26-27;31-44";217;25N59(X3A);Nguyễn Thị Thu Huyền;;;9-10,H308;;;;
2545;25;59;305001125202559;Vật lý 1;90;90;0;11040;11040;"26-27;31-44";305;25N59(X3A);Trần Thị Hồng;;;;6-8,H303;;;
2546;25;59;319012125202559;Giải tích 2;90;90;0;11330;11330;"26-27;31-44";319;25N59(X3A);Hoàng Nhật Quy;;;;;7-10,H305;;
2547;25;59;319026025202559;Đại số tuyến tính;90;90;0;10726;10726;"26-27;31-44";319;25N59(X3A);Phan Quang Như Anh;;;6-8,H308;;;;
2548;25;59;413031125202559;Anh văn A2.2;42;42;0;41000;41000;"26-27;31-44";413;25N59(X3A);Trương Thị ánh Tuyết;;;1-4,B109;;;;
2549;25;59A;107371025202559A;TN hóa đại cương (1TC);25;25;0;"11110
";"11110
";35-39;107;25N59(X3A);"Võ Thị Thu Hiền
";;1-4,D111;;;;;
2550;25;59A;305066025202559A;TN Vật lý (Cơ-Nhiệt);24;24;0;11314;11314;36-39;305;25N59(X3A);"Phan Liễn
";;;;;;6-9,D211;
2551;25;59B;107371025202559B;TN hóa đại cương (1TC);25;25;0;"11110
";"11110
";35-39;107;25N59(X3A);"Võ Thị Thu Hiền
";;;;1-4,D111;;;
