as_of_date,fiscal_year,region,borrower_country,borrower_country_code,project_id,project_name,procurement_category,procurement_method,project_global_practice,wb_contract_number,contract_description,contract_signing_date,supplier,supplier_country,supplier_country_code,supplier_contract_amount_usd,borrower_contract_reference_number,review_type
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P163146,Vietnam - Emergency Natural Disaster Reconstruction Project,Civil Works,Request for Bids,"Transportation;Agriculture, Fishing and Forestry",1681897,"C1-HT-W13: Kh&#244;i ph&#7909;c c&#7847;u v&#224; &#273;&#432;&#7901;ng hai &#273;&#7847;u c&#7847;u B&#224;u L&#225;ng, huy&#7879;n Th&#7841;ch H&#224;",2021-10-06,CÔNG TY CỔ PHẦN XÂY DỰNG THĂNG LONG,Viet Nam,VN,458629.940000,C1-HT-W13,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682016,T&#431; V&#7844;N GI&#193;M S&#193;T THI C&#212;NG X&#194;Y D&#7920;NG C&#212;NG TR&#204;NH,2021-06-15,CÔNG TY TNHH TƯ VẤN TRƯỜNG ĐẠI HỌC THUỶ LỢI,Viet Nam,VN,57499.290000,C1-GL-CS6,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682058,Lump-sum,2021-09-30,CÔNG TY CỔ PHẦN HALCOM VIỆT NAM,Viet Nam,VN,174162.650000,HD-CS-02,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682061,"T&#432; v&#7845;n gi&#225;m s&#225;t x&#226;y d&#7921;ng, gi&#225;m s&#225;t s&#7921; tu&#226;n th&#7911; ch&#237;nh s&#225;ch an to&#224;n m&#244;i tr&#432;&#7901;ng v&#224; x&#227; h&#7897;i (C1-NB-CS4)",2021-07-26,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ PHÁT TRIỂN VÀ XÂY DỰNG HẠ TẦ,Viet Nam,VN,53949.800000,C1-NB-CS4,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682061,"T&#432; v&#7845;n gi&#225;m s&#225;t x&#226;y d&#7921;ng, gi&#225;m s&#225;t s&#7921; tu&#226;n th&#7911; ch&#237;nh s&#225;ch an to&#224;n m&#244;i tr&#432;&#7901;ng v&#224; x&#227; h&#7897;i (C1-NB-CS4)",2021-07-26,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ LHC VIỆT NAM,Viet Nam,VN,53949.800000,C1-NB-CS4,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682064,"T&#432; v&#7845;n kha&#777;o sa&#769;t, l&#226;&#803;p thi&#234;&#769;t k&#234;&#769; ba&#777;n ve&#771; thi c&#244;ng &#8211; d&#432;&#803; toa&#769;n x&#226;y d&#432;&#803;ng (C1-NB-CS3)",2020-10-03,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG THỦY LỢI THỦY ĐIỆN THĂNG LON,Viet Nam,VN,108030.730000,C1-NB-CS3,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682064,"T&#432; v&#7845;n kha&#777;o sa&#769;t, l&#226;&#803;p thi&#234;&#769;t k&#234;&#769; ba&#777;n ve&#771; thi c&#244;ng &#8211; d&#432;&#803; toa&#769;n x&#226;y d&#432;&#803;ng (C1-NB-CS3)",2020-10-03,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ XÂY DỰNG SAO MAI,Viet Nam,VN,108030.730000,C1-NB-CS3,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682075,Lump-sum Contract,2021-08-18,NEXIA STT COMPANY LIMITED,Viet Nam,VN,143565.580000,HD-CS-03,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682081,"Dam rehabilitation and safety improvement of Bao Linh reservoir (including: Construction, Mechanical equipment and Insurance)",2021-12-22,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG AN THUẬN,Viet Nam,VN,783851.970000,C1-THAINGUYEN-W4,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682107,T&#432; v&#7845;n l&#7853;p k&#7871; ho&#7841;ch &#7913;ng ph&#243; kh&#7849;n c&#7845;p (EPP) (C1-NB- CS5),2021-09-15,CÔNG TY TNHH TƯ VẤN TRƯỜNG ĐẠI HỌC THUỶ LỢI,Viet Nam,VN,35184.530000,C1-NB-CS5,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1682256,H&#7907;p &#273;&#7891;ng t&#432; v&#7845;n,2021-06-28,FPT INFORMATION SYSTEM CORPORATION,Viet Nam,VN,18800.430000,DA3/AAA/C3,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682265,H&#272; t&#432; v&#7845;n,2021-09-30,NGUYEN NGOC LONG,Viet Nam,VN,7500.000000,AAA/PMU/C21,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682266,H&#272; t&#432; v&#7845;n,2021-06-01,NGUYEN THU TRANG,Viet Nam,VN,16000.000000,DA9/AAA/C8,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1682277,H&#272; t&#432; v&#7845;n,2021-07-14,TECHNOLOGY MT9 JSC,Viet Nam,VN,48263.870000,DA3/AAA/C4,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682282,H&#272; t&#432; v&#7845;n,2021-07-14,THINH VAN VINH,Viet Nam,VN,16000.000000,DA9/AAA/C9,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682299,contract DA9/AAA/C11,2021-06-01,PHAM VAN DANG,Viet Nam,VN,16000.000000,DA9/AAA/C11,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682308,"Construction supervision and contract management for works on: upgrading LIA 1, upgrading LIA 3",2020-10-15,DAI NAM CONSTRUCTION DESIGN CONSULTANT TRADING AND SERVICES JOINT STOCK COMPANY,Viet Nam,VN,79046.540000,VL-CS-TV1,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682312,Contract DA9/AAA/C10,2021-06-01,BUI THI THU HUONG,Viet Nam,VN,20000.000000,DA9/AAA/C10,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682319,"Thi c&#244;ng khoan ph&#7909;t ch&#7889;ng th&#7845;m v&#224; x&#7917; l&#253; m&#7889;i 05 h&#7891; (T&#225;t T&#7847;ng, P&#250; Ti&#234;n, N&#224; Lu&#244;ng, Kim Ti&#7871;n, Kh&#249; V&#224;ng)",2021-12-14,LIÊN DANH CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH THÁI VIỆT-CÔNG TY CỔ PH,Viet Nam,VN,162876.670000,C1-HAGIANG-W3,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159238,Central Highlands Connectivity Improvement Project,Civil Works,Request for Bids,Transportation,1682331,"G&#243;i th&#7847;u XL-07: Thi c&#244;ng x&#226;y d&#7921;ng &#273;o&#7841;n Km222+000 - Km241+000, D&#7921; &#225;n t&#259;ng c&#432;&#7901;ng k&#7871;t n&#7889;i giao th&#244;ng khu v&#7921;c T&#226;y Nguy&#234;n",2021-12-09,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ XÂY DỰNG GIAO THÔNG 1",Viet Nam,VN,3287653.820000,VN-PMU2-178071-CW-RFB,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159238,Central Highlands Connectivity Improvement Project,Civil Works,Request for Bids,Transportation,1682331,"G&#243;i th&#7847;u XL-07: Thi c&#244;ng x&#226;y d&#7921;ng &#273;o&#7841;n Km222+000 - Km241+000, D&#7921; &#225;n t&#259;ng c&#432;&#7901;ng k&#7871;t n&#7889;i giao th&#244;ng khu v&#7921;c T&#226;y Nguy&#234;n",2021-12-09,CÔNG TY CỔ PHẦN XÂY DỰNG 203,Viet Nam,VN,3287653.820000,VN-PMU2-178071-CW-RFB,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159238,Central Highlands Connectivity Improvement Project,Civil Works,Request for Bids,Transportation,1682331,"G&#243;i th&#7847;u XL-07: Thi c&#244;ng x&#226;y d&#7921;ng &#273;o&#7841;n Km222+000 - Km241+000, D&#7921; &#225;n t&#259;ng c&#432;&#7901;ng k&#7871;t n&#7889;i giao th&#244;ng khu v&#7921;c T&#226;y Nguy&#234;n",2021-12-09,CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI 559,Viet Nam,VN,3287653.820000,VN-PMU2-178071-CW-RFB,Prior
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682335,"Thi c&#244;ng x&#226;y l&#7855;p c&#244;ng tr&#236;nh N&#226;ng c&#7845;p, s&#7917;a ch&#7919;a 04 h&#7891;. Ph&#7847;n l&#244; 1 g&#7891;m 02 h&#7891;: h&#7891; Khu&#7893;i Ph&#7841;, h&#7891; T&#226;n Bang x&#227; T&#226;n Tr&#7883;nh, huy&#7879;n Quang B&#236;nh",2021-12-14,LIÊN DANH CÔNG TY TNHH SƠN ĐÔNG VÀ CÔNG TY TNHH HÀ NAM,Viet Nam,VN,1155669.050000,C1-HAGIANG-W2-LOT1,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682340,"Thi c&#244;ng x&#226;y l&#7855;p c&#244;ng tr&#236;nh: N&#226;ng c&#7845;p, S&#7917;a ch&#7919;a n&#226;ng cao an to&#224;n &#273;&#7853;p 04 h&#7891;; Ph&#7847;n l&#244; 2, bao g&#7891;m 02 h&#7891;: C&#7889;c B&#243;, x&#227; Linh H&#7891;; N&#224; P&#7891;ng, x&#227; Kim Th&#7841;ch, huy&#7879;n V&#7883; Xuy&#234;n",2021-12-14,LIÊN DANH CÔNG TY TNHH SƠN ĐÔNG VÀ CÔNG TY TNHH HÀ NAM,Viet Nam,VN,563450.940000,C1-HAGIANG-W2-LOT2,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682415,"Thi c&#244;ng s&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n &#273;&#7853;p 05 h&#7891;: T&#225;t L&#7847;ng, P&#250; Ti&#234;n, N&#224; Lu&#244;ng, Kim Ti&#7871;n, Kh&#249; V&#224;ng",2021-12-15,"LIÊN DANH CÔNG TY TNHH MIỀN TÂY, CÔNG TY CỔ PHẦN VIỆT DŨNG",Viet Nam,VN,2564391.560000,C1-HAGIANG-W4,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682436,"Package KA-PW-01: Renovation and upgrading Thuy Son lake, Hung Tri ward",2021-08-12,68 HA TINH CONSTRUCTION JSC (68),Viet Nam,VN,527973.820000,KA-PW-01,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682436,"Package KA-PW-01: Renovation and upgrading Thuy Son lake, Hung Tri ward",2021-08-12,TRUONG THANH CONSTRUCTION AND TRADING JSC (TRUONG THANH),Viet Nam,VN,527973.820000,KA-PW-01,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682457,contract DA9/AAA/C12,2021-06-01,NGUYEN THI THANH NGA,Viet Nam,VN,16000.000000,DA9/AAA/C12,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682490,Improving Kinh Cut river,2021-12-15,"VINH LOC CO., LTD",Viet Nam,VN,1960761.680000,VL-PW-2.5,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682490,Improving Kinh Cut river,2021-12-15,HAI DUONG - RURAL DEVELOPMENT & DIKE STONE CONSTRUCTION JOINT STOCK COMPANY,Viet Nam,VN,1960761.680000,VL-PW-2.5,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1682502,"H&#7907;p &#273;&#7891;ng G&#243;i th&#7847;u RAP/CP23: N&#226;ng c&#7845;p, m&#7903; r&#7897;ng QL2 &#273;o&#7841;n Km284+600 - Km285+995 - D&#7921; &#225;n Qu&#7843;n l&#253; t&#224;i s&#7843;n &#273;&#432;&#7901;ng b&#7897; Vi&#7879;t Nam (VRAMP)",2021-12-20,CÔNG TY CỔ PHẦN 208,Viet Nam,VN,4127697.190000,RAP/CP23,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1682502,"H&#7907;p &#273;&#7891;ng G&#243;i th&#7847;u RAP/CP23: N&#226;ng c&#7845;p, m&#7903; r&#7897;ng QL2 &#273;o&#7841;n Km284+600 - Km285+995 - D&#7921; &#225;n Qu&#7843;n l&#253; t&#224;i s&#7843;n &#273;&#432;&#7901;ng b&#7897; Vi&#7879;t Nam (VRAMP)",2021-12-20,CÔNG TY TNHH HIỆP PHÚ,Viet Nam,VN,4127697.190000,RAP/CP23,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682621,Construction for Bao Dinh embankment in Ward 3 and 4,2021-12-06,TRUONG THANH TRADING BUILDING INVESTMENT CORPORATION,Viet Nam,VN,1583452.540000,TA-PW-2.4,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682621,Construction for Bao Dinh embankment in Ward 3 and 4,2021-12-06,CÔNG TY CỔ PHẦN XÂY LẮP THƯƠNG MẠI DELTA,Viet Nam,VN,1583452.540000,TA-PW-2.4,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682630,DA10/AA/C9,2021-06-01,NGUYEN VAN HAO,Viet Nam,VN,18900.000000,DA10/AAA/C9,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682636,DA9/AAA/C13,2021-07-14,NGUYEN THI LAN ANH,Viet Nam,VN,16000.000000,DA9/AAA/C13,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682656,DA10/AAA/C10,2021-06-01,VU HUU NAM,Viet Nam,VN,7950.000000,DA10/AAA/C10,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682669,Package KA-PW-04: Embankment and road at Northern bank of Tri River (the section from Tri river spillway to Tri bridge),2021-09-15,468 CONSTRUCTION AND INVESTMENT JSC (468),Viet Nam,VN,863339.650000,KA-PW-04,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682669,Package KA-PW-04: Embankment and road at Northern bank of Tri River (the section from Tri river spillway to Tri bridge),2021-09-15,HONG NGOC CONSTRUCTION JSC (HONG NGOC),Viet Nam,VN,863339.650000,KA-PW-04,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682669,Package KA-PW-04: Embankment and road at Northern bank of Tri River (the section from Tri river spillway to Tri bridge),2021-09-15,HA TINH INDUSTRIAL DEVELOPMENT CONSTRUCTION AND TRADING JSC (HAINDECO),Viet Nam,VN,863339.650000,KA-PW-04,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682684,KA-PW-02: Road connecting center urban (Section 1: from Km0 to Km2+00),2021-08-04,HUNG CUONG TRADING AND INSTALLATION JSC (HUNG CUONG),Viet Nam,VN,2600304.840000,KA-PW-02,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682684,KA-PW-02: Road connecting center urban (Section 1: from Km0 to Km2+00),2021-08-04,DAI HIEP COMPANY LIMITED (DAI HIEP),Viet Nam,VN,2600304.840000,KA-PW-02,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682689,KA-PW-05: Embankment and road at Southern bank of Tri River (the section from Tri river spillway to Tri bridge),2021-09-15,BAC A CONSTRUCTION AND TRADING JSC (BAC A),Viet Nam,VN,848307.990000,KA-PW-05,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682689,KA-PW-05: Embankment and road at Southern bank of Tri River (the section from Tri river spillway to Tri bridge),2021-09-15,HA TINH INDUSTRIAL DEVELOPMENT CONSTRUCTION AND TRADING JSC (,Viet Nam,VN,848307.990000,KA-PW-05,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682689,KA-PW-05: Embankment and road at Southern bank of Tri River (the section from Tri river spillway to Tri bridge),2021-09-15,VINH PHUC COMPANY LIMITED,Viet Nam,VN,848307.990000,KA-PW-05,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Goods,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1682696,Mua s&#7855;m thi&#7871;t b&#7883; ph&#7909;c v&#7909; qu&#7843;n tr&#7883; v&#224; x&#7917; l&#253; d&#7919; li&#7879;u t&#7841;i T&#7893;ng c&#7909;c KTTV v&#224; C&#7909;c QLTNN &#273;&#7875; &#273;&#7843;m b&#7843;o v&#7853;n h&#224;nh an to&#224;n h&#7879; th&#7889;ng h&#7891; ch&#7913;a tr&#234;n l&#432;u v&#7921;c s&#244;ng C&#7843; v&#224; s&#244;ng Vu Gia- Thu B&#7891;n,2021-10-29,CÔNG TY CỔ PHẦN TƯ VẤN CHUYỂN GIAO CÔNG NGHỆ ITC,Viet Nam,VN,1906575.880000,C2-MONRE- GO2,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Goods,Request for Quotations,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1682703,H&#7907;p &#273;&#7891;ng s&#7889;: 65/H&#272;-VnSAT: MUA SAM THIET BI CHO TRUNG TAM GIONG CAY TRONG TINH SOC TRANG (HH25),2018-10-19,CONG TY TNHH VAT TU KHOA HOC VA THUONG MAI VIET NAM,Viet Nam,VN,76967.410000,HH25,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Consultant Services,Quality And Cost-Based Selection,"Transportation;Water, Sanitation and Waste Management;Public Administration",1682747,"Package no. KA-CS-03
Consulting services for contract management, construction supervision and procurement support 
Project: Dynamic City Integrated Development Project &#8211; Ky Anh subproject",2021-12-24,DASAN CONSULTANTS CO LTD,"Korea, Republic of",KR,1352961.650000,KA-CS-03,Prior
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Direct Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1682751,HOP DONG. CQS43-1: DICH VU TU VAN DANH GIA DOC LAP MUC DO AP DUNG CONG NGHE CUA NONG DAN,2020-05-15,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ VÀ PHÁT TRIỂN DỰ ÁN INDEV,Viet Nam,VN,37885.240000,CQS43-1,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682758,Improvement of construction for Cau Tre canal from Bao Dinh river to Highway No.1,2021-11-05,HD NHA VIET GROUP JOINT STOCK COMPANY,Viet Nam,VN,1124833.070000,TA-PW-2.5,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P159397,Vietnam Scaling up Urban Upgrading Project,Civil Works,Request for Bids,"Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection;Public Administration",1682758,Improvement of construction for Cau Tre canal from Bao Dinh river to Highway No.1,2021-11-05,THANH HUNG CO.LTD,Viet Nam,VN,1124833.070000,TA-PW-2.5,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682759,DA10/AAA/C11,2021-06-01,VU HUU NAM,Viet Nam,VN,11925.000000,DA10/AAA/C11,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682760,DA10/AAA/C12,2021-06-01,NGUYEN VAN HAO,Viet Nam,VN,17755.000000,DA10/AAA/C12,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1682770,DA11/AAA/C7,2021-09-29,CÔNG TY TNHH ERNST & YOUNG VIỆT NAM (EY),Viet Nam,VN,54845.590000,DA11/AAA/C7-1,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P171375,Vietnam: Strengthening Banking Sector Soundness and Development,Consultant Services,Individual Consultant Selection,Financial Sector,1682772,Procurement Consultant,2021-10-11,BUI VAN CHIN,Viet Nam,VN,29900.000000,TV-04,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Direct Selection,Public Administration,1682773,DA11/AAA/C6,2021-06-17,CÔNG TY TNHH ERNST & YOUNG VIỆT NAM (EY),Viet Nam,VN,26347.970000,DA11/AAA/C6,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682790,DA11/AAA/C8,2021-06-01,PHAN LE THANH LONG,Viet Nam,VN,43000.000000,DA11/AAA/C8,Post
2024-10-05,2022,EAST ASIA AND PACIFIC,Vietnam,VN,P160118,Vietnam Public Financial Management (PFM) Analytical and Advisory Assistance (AAA) Program,Consultant Services,Individual Consultant Selection,Public Administration,1682845,DA11/AAA/C10,2021-07-14,NGUYEN THI HONG VAN,Viet Nam,VN,14500.000000,DA11/AAA/C10,Post
