DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2006-0736-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue, An Giang, Ba Ria-Vung Tau, Bac Lieu, Ben Tre, Binh Duong, Binh Phuoc, Binh Thuan, Ca Mau, Can Tho City, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kien Giang, Lam Dong, Long An, Ninh Thuan, Phu Yen, Soc Trang, Tay Ninh, Tien Giang, Tra Vinh, Vinh Long, Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",Heavy rain,,No,No,No,,,Km2,,,Mekong Delta,2006,10,12,2006,10,17,60,,,,,,,,,,,68.88375871,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3327,""adm1_name"":""Ba Ria-Vung Tau""},{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3330,""adm1_name"":""Bac Lieu""},{""adm1_code"":3331,""adm1_name"":""Bac Ninh""},{""adm1_code"":3332,""adm1_name"":""Ben Tre""},{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3334,""adm1_name"":""Binh Duong""},{""adm1_code"":3335,""adm1_name"":""Binh Phuoc""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3339,""adm1_name"":""Ca Mau""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3342,""adm1_name"":""Dong Nai""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3348,""adm1_name"":""Ha Tay""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3350,""adm1_name"":""Hai Duong""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3352,""adm1_name"":""Ho Chi Minh City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3354,""adm1_name"":""Hung Yen""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3377,""adm1_name"":""Soc Trang""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3379,""adm1_name"":""Tay Ninh""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":3384,""adm1_name"":""Tien Giang""},{""adm1_code"":3386,""adm1_name"":""Tra Vinh""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73937,""adm1_name"":""Hau Giang""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2007-03-09,2023-09-25
2007-0071-VNM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,VNM,Viet Nam,South-eastern Asia,Asia,Khanh Hoa province,,,No,No,No,,,,,,,2007,2,8,2007,2,8,13,24,,,24,,,,,,,70.8487927,,2007-02-16,2023-09-25
2007-0274-VNM,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2007-000099,Dengue,VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Vaccinated,,,,2007,7,,2007,7,,27,,,,,,,,,,,70.8487927,,2008-08-04,2023-09-25
2007-0323-VNM,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,GLIDE:FL-2007-000122,,VNM,Viet Nam,South-eastern Asia,Asia,"Dak Lak, Lam Dong, Ha Tinh provinces",Tropical storm,,Yes,No,No,4439,,Km2,,,,2007,8,5,2007,8,7,74,130,416000,,416130,,,,,130000,183489,70.8487927,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2008-08-04,2023-09-25
2007-0463-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000178,Lekima (Hanna),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Ha Tinh, Quang Tri, Quang Ngai, Quang Nam, Son La, Yen Bai, Hoa Binh, Thai Binh, Thanh Hoa, Nghe An, Ninh Binh provinces",,Flood,Yes,No,No,,117,Kph,17.07,106.9,,2007,9,29,2007,10,12,96,150,637755,47525,685430,,,,,191000,269588,70.8487927,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""}]",2009-05-27,2023-09-25
2007-0476-VNM,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Bridge in construction,VNM,Viet Nam,South-eastern Asia,Asia,Can Tho,,,No,No,No,,,m3,,,,2007,9,26,2007,9,26,64,80,,,80,,,,,2000,2823,70.8487927,,2008-04-24,2023-09-25
2007-0512-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien - Hue, Quang Ngai, Quang Tri, Quang Nam provinces",Heavy rains,,No,No,No,,24810,Km2,15.87,107.78,Huong,2007,10,14,2007,10,24,15,,22000,,22000,,,,,10000,14115,70.8487927,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2007-11-06,2023-09-25
2007-0522-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien-Hue, Quang Ngai, Quang Nam, Quan Binh provinces",Heavy rain,,No,No,No,,35110,Km2,16.32,107.36,"Thu Bon, Vu Gia, O Lau, Thach Han, Kien Giang",2007,10,28,2007,11,9,83,42,94000,,94042,,,,,300000,423437,70.8487927,"[{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2008-03-11,2023-09-25
2007-0531-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:WF-2007-000195,,VNM,Viet Nam,South-eastern Asia,Asia,"Dong Thap, An Giang, Kien Giang provinces",Heavy rain,,No,No,No,,46470,Km2,11.01,105.51,"Mekong, Tien, Hau",2007,10,20,2007,11,2,3,,280000,,280000,,,,,,,70.8487927,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""}]",2008-08-01,2023-09-25
2007-0558-VNM,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,GLIDE:FL-2007-000201,,VNM,Viet Nam,South-eastern Asia,Asia,"Khanh Hoa, Quang Ngai, Binh Dinh, Quang Nam, Thua Thien-Hue, Ninh Thuan, Quang Tri, Da Nang City provinces",Typhoon Peipah,,No,No,No,,36820,Km2,15.3,108.44,"Cau, Huong, Kon, Da",2007,11,10,2007,11,21,55,,150000,,150000,,,,,350000,494010,70.8487927,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2008-08-01,2023-09-25
2007-0645-VNM,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,,VNM,Viet Nam,South-eastern Asia,Asia,"Ban ve (Tuong Duong district, Nghe An province)",,,No,No,No,,,m3,,,,2007,12,15,2007,12,15,18,,,,,,,,,,,70.8487927,,2008-01-03,2023-09-25
2008-0101-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Tanker,VNM,Viet Nam,South-eastern Asia,Asia,Near Mui Ne,Bad weather,,No,No,No,,,,,,,2008,3,5,2008,3,5,14,,,,,,,,,,,73.56874554,,2008-03-06,2023-09-25
2008-0222-VNM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,VNM,Viet Nam,South-eastern Asia,Asia,Binh Thuan province,,,No,No,No,,,,,,,2008,6,2,2008,6,2,11,18,,,18,,,,,,,73.56874554,,2008-06-09,2023-09-25
2008-0262-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Dac Ngo village (Tuy Duc area, Dak R'Lap district, Dak Nong province)",Heavy rains,,No,No,No,,5300,Km2,12.14,107.83,,2008,5,11,2008,5,12,4,,500,,500,,,,,,,73.56874554,"[{""adm2_code"":74004,""adm2_name"":""Dak R'Lap""}]",2008-12-11,2023-09-25
2008-0329-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2008-000128,"Tropical storm ""Kammuri"" (Julian)",VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Phu Tho, Bac Kan, Quang Ninh, Ha Giang, Tuyen Quang, Lai Chau, Son La provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,22.05,105.21,,2008,8,8,2008,8,11,162,90,52630,4910,57630,,,,,120000,163113,73.56874554,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2009-01-06,2023-09-25
2008-0373-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,Ha Giang province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2008,8,26,2008,8,28,16,,,,,,,,,,,73.56874554,"[{""adm1_code"":3345,""adm1_name"":""Ha Giang""}]",2008-09-11,2023-09-25
2008-0426-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FF-2008-000173,"Typhoon ""Hagupit"" (Nina)",VNM,Viet Nam,South-eastern Asia,Asia,"Lang Son, Son La, Bac Giang, Lao Cai, Quang Ninh, Vinh Phuc provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,21.9,104.59,,2008,9,25,2008,9,28,46,61,51755,6695,58511,,,,,63000,85634,73.56874554,"[{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2009-01-06,2023-09-25
2008-0437-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Mekkhala""",VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Ha Tinh provinces",,Flood,No,No,No,,102,Kph,,,,2008,9,30,2008,9,30,18,,30860,820,31680,,,,,6500,8835,73.56874554,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""}]",2009-03-18,2023-09-25
2008-0481-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Thua Thien-Hue, Quang Tri, Quang Nam, Quang Ngai, Thanh Hoa provinces",Storm and heavy vrain,"Slide (land, mud, snow, rock)",No,No,No,,39090,Km2,14.9,107.46,,2008,10,19,2008,10,20,29,4,12000,,12004,,,,,4000,5437,73.56874554,"[{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2009-03-18,2023-09-25
2008-0501-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FF-2008-000211,,VNM,Viet Nam,South-eastern Asia,Asia,"Thai Nguyen, Vinh Phuc, Hoa Binh, Ninh Binh, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Ha Nam, Ha Noi City provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,215,74590,Km2,20.74,106.32,,2008,10,27,2008,11,4,99,,600000,,600000,,,,,479000,651092,73.56874554,"[{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""}]",2010-08-16,2023-09-25
2008-0540-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Maysak"" (Quinta-Sony)",VNM,Viet Nam,South-eastern Asia,Asia,Ho Chi Minh City province,,Flood,No,No,No,,,Kph,,,,2008,11,5,2008,11,5,11,,,,,,,,,,,73.56874554,"[{""adm1_code"":3352,""adm1_name"":""Ho Chi Minh City""}]",2009-01-14,2023-09-25
2008-0552-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000229,"Tropical storm ""Noul""",VNM,Viet Nam,South-eastern Asia,Asia,"Phu Yen, Khanh Hoa, Binh Dinh, Lam Dong, Ninh Thuan, Quang Nam provinces",,Flood,No,No,No,,,Kph,15.7,107.71,,2008,11,17,2008,11,20,17,8,8585,235,8828,,,,,1000,1359,73.56874554,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2009-03-18,2023-09-25
2008-0607-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Phu Yen, Binh Dinh, Quang Binh, Quang Nam provinces",Heavy rain,,No,No,No,,29580,Km2,18.89,107.06,,2008,12,25,2009,1,5,9,,20000,,20000,,,,,,,73.56874554,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2009-01-28,2023-09-25
2009-0053-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,VNM,Viet Nam,South-eastern Asia,Asia,Quang Binh province,,,No,No,No,,,,,,,2009,1,25,2009,1,25,44,,36,,36,,,,,,,73.30717672,,2009-03-09,2023-09-25
2009-0101-VNM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,VNM,Viet Nam,South-eastern Asia,Asia,Binh Thuan province,,,No,No,No,,,,,,,2009,3,14,2009,3,14,10,15,,,15,,,,,,,73.30717672,,2009-03-25,2023-09-25
2009-0247-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000124,,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",Heavy rains,,No,No,No,,69860,Km2,20.67,104.3,,2009,7,3,2009,7,6,20,,700000,,700000,,,,,,,73.30717672,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""}]",2009-08-05,2023-09-25
2009-0414-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2009-000207,"Tropical storm ""Ondoy"" (Ketsana)",VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Da Nang City, Dak Lak, Gia Lai, Ha Tinh, Thua Thien - Hue, Kon Tum, Lam Dong, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri provinces",,Flood,Yes,No,No,,170,Kph,,,,2009,9,28,2009,9,29,182,860,2367820,108635,2477315,,,,,785000,1070836,73.30717672,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2014-05-13,2023-09-25
2009-0422-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000214,"Typhoon ""Pepeng"" (Parma)",VNM,Viet Nam,South-eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,No,No,No,,,Kph,,,,2009,10,14,2009,10,14,,,,,,,,,,200,273,73.30717672,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3331,""adm1_name"":""Bac Ninh""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3348,""adm1_name"":""Ha Tay""},{""adm1_code"":3350,""adm1_name"":""Hai Duong""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3354,""adm1_name"":""Hung Yen""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2010-01-13,2023-09-25
2009-0476-VNM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VNM,Viet Nam,South-eastern Asia,Asia,Bac Tra My district (Quang Nam province),Heavy rains,,No,No,No,,,,,,,2009,11,6,2009,11,6,13,1,,,1,,,,,,,73.30717672,"[{""adm2_code"":74178,""adm2_name"":""Bac Tra My""}]",2009-12-08,2023-09-25
2009-0478-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Mirinae"" (Santi)",VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan, Dak Lak, Quang Nam, Quang Ngai, Kon Tum, Gia Lai provinces",,Flood,No,No,No,1760,140,Kph,,,,2009,11,2,2009,11,2,124,145,500000,,500145,,,,,280000,381954,73.30717672,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2010-02-09,2023-09-25
2009-0611-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",Heavy rain,,No,No,No,,47600,Km2,15.19,108.02,,2009,9,25,2009,9,28,17,,40000,,40000,,,,,,,73.30717672,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2010-01-13,2023-09-25
2010-0308-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2010-000131,Typhoon Conson (Basyang),VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hoa, Quang Ngai, Quang Ninh provinces",,,No,No,No,,,Kph,,,,2010,7,17,2010,7,17,11,,,1500,1500,,,,,500,671,74.50944408,"[{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2010-07-26,2023-09-25
2010-0332-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chanthu,VNM,Viet Nam,South-eastern Asia,Asia,"Cao Bang, Ha Giang, Lao Cai provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,22.11,105.95,,2010,7,23,2010,7,25,10,,12400,,12400,,,,,,,74.50944408,"[{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2011-01-10,2023-09-25
